customer_id,first_name,last_name,full_name,addressing_title,email_address,phone,account_number,customer_type,city,address_line_1,address_no,address_st,address_line_2,State,Country,number_of_sales,total_amount_with_tax,last_order_date,status
12914,Jill,Miller,Jill Miller,Dear Miller,jill4@adventure-works.com,788-555-0113,AW00012914,I,Port Hammond,9425 Calle Verde Dr.,9425,Calle Verde Dr.,,British Columbia,Canada,1,2574.6279,2004-01-07 00:00:00.000000 UTC,Active
12193,Caleb,Simmons,Caleb Simmons,Dear Simmons,caleb12@adventure-works.com,164-555-0159,AW00012193,I,Newton,7450 Olivera Rd,7450,Olivera Rd,,British Columbia,Canada,2,5340.4982,2004-01-08 00:00:00.000000 UTC,Active
13328,Albert,Serrano,Albert Serrano,Dear Serrano,albert16@adventure-works.com,813-555-0171,AW00013328,I,Cliffside,4655 Shuey Ave,4655,Shuey Ave,,British Columbia,Canada,2,5202.3622,2004-01-08 00:00:00.000000 UTC,Active
12903,John,Sandstone,John Sandstone,Mr. Sandstone,john27@adventure-works.com,114-555-0100,AW00012903,I,Cliffside,2286 Sunset Way,2286,Sunset Way,,British Columbia,Canada,1,2577.1694,2004-01-09 00:00:00.000000 UTC,Active
26040,Ana,Butler,Ana Butler,Dear Butler,ana13@adventure-works.com,912-555-0166,AW00026040,I,Langley,6144 Rising Dawn Way,6144,Rising Dawn Way,,British Columbia,Canada,2,3335.2547,2004-01-09 00:00:00.000000 UTC,Active
13345,Dalton,Butler,Dalton Butler,Dear Butler,dalton60@adventure-works.com,557-555-0117,AW00013345,I,N. Vancouver,2906 Hillcrest Ave.,2906,Hillcrest Ave.,,British Columbia,Canada,2,5259.2586,2004-01-10 00:00:00.000000 UTC,Active
19874,Sara,Rogers,Sara Rogers,Dear Rogers,sara21@adventure-works.com,120-555-0113,AW00019874,I,Westminster,2061 Normal Ave.,2061,Normal Ave.,,British Columbia,Canada,2,5021.6173,2004-01-10 00:00:00.000000 UTC,Active
26202,Haley,Simmons,Haley Simmons,Dear Simmons,haley34@adventure-works.com,744-555-0111,AW00026202,I,N. Vancouver,2087 Plaza Del Rio,2087,Plaza Del Rio,,British Columbia,Canada,2,3038.0014,2004-01-10 00:00:00.000000 UTC,Active
22234,Katherine,Gonzalez,Katherine Gonzalez,Dear Gonzalez,katherine65@adventure-works.com,474-555-0142,AW00022234,I,Shawnee,9424 Oakgrove,9424,Oakgrove,,British Columbia,Canada,2,6603.8337,2004-01-13 00:00:00.000000 UTC,Active
23819,Vanessa,Washington,Vanessa Washington,Dear Washington,vanessa14@adventure-works.com,101-555-0122,AW00023819,I,Vancouver,5210 Lillian Dr,5210,Lillian Dr,,British Columbia,Canada,2,5306.3316,2004-01-13 00:00:00.000000 UTC,Active
22117,Sydney,Perez,Sydney Perez,Dear Perez,sydney53@adventure-works.com,171-555-0192,AW00022117,I,Vancouver,2402 Sutherland Dr.,2402,Sutherland Dr.,,British Columbia,Canada,2,4594.8553,2004-01-15 00:00:00.000000 UTC,Active
22247,Ryan,Williams,Ryan Williams,Dear Williams,ryan41@adventure-works.com,543-555-0176,AW00022247,I,Royal Oak,5075 William Reed Dr.,5075,William Reed Dr.,,British Columbia,Canada,2,6606.3641000000007,2004-01-15 00:00:00.000000 UTC,Active
26115,Savannah,Mitchell,Savannah Mitchell,Dear Mitchell,savannah33@adventure-works.com,913-555-0111,AW00026115,I,Cliffside,4712 Brook Way,4712,Brook Way,,British Columbia,Canada,2,3373.3441000000003,2004-01-18 00:00:00.000000 UTC,Active
13101,Alex,Sanchez,Alex Sanchez,Dear Sanchez,alex21@adventure-works.com,793-555-0179,AW00013101,I,Langley,3164 San Simeon Dr.,3164,San Simeon Dr.,,British Columbia,Canada,2,5233.3132000000005,2004-01-19 00:00:00.000000 UTC,Active
12177,Kevin,Campbell,Kevin Campbell,Dear Campbell,kevin44@adventure-works.com,929-555-0135,AW00012177,I,Oak Bay,1468 Napa St.,1468,Napa St.,,British Columbia,Canada,2,5316.7075,2004-01-19 00:00:00.000000 UTC,Active
26113,Caitlin,Rivera,Caitlin Rivera,Dear Rivera,caitlin14@adventure-works.com,177-555-0164,AW00026113,I,Oak Bay,3598 Walnut Place,3598,Walnut Place,,British Columbia,Canada,2,3017.2495,2004-01-21 00:00:00.000000 UTC,Active
13249,Ryan,Perry,Ryan Perry,Dear Perry,ryan10@adventure-works.com,787-555-0136,AW00013249,I,Shawnee,3651 Willow Lake Rd,3651,Willow Lake Rd,,British Columbia,Canada,2,5298.8507000000009,2004-01-22 00:00:00.000000 UTC,Active
12154,Hailey,Adams,Hailey Adams,Dear Adams,hailey55@adventure-works.com,906-555-0157,AW00012154,I,Westminster,4594 Rose Dr.,4594,Rose Dr.,,British Columbia,Canada,2,5302.3757000000005,2004-01-24 00:00:00.000000 UTC,Active
12902,Julia,Stewart,Julia Stewart,Dear Stewart,julia46@adventure-works.com,708-555-0197,AW00012902,I,Vancouver,4139 Bailey Road,4139,Bailey Road,,British Columbia,Canada,1,2574.6279,2004-01-24 00:00:00.000000 UTC,Active
13343,Melanie,Bradley,Melanie Bradley,Dear Bradley,melanie16@adventure-works.com,907-555-0122,AW00013343,I,Westminster,1732 Pine Creek Way,1732,Pine Creek Way,,British Columbia,Canada,2,5215.8984,2004-01-25 00:00:00.000000 UTC,Active
19884,James,Simmons,James Simmons,Dear Simmons,james31@adventure-works.com,151-555-0130,AW00019884,I,Sooke,3445 Fine Drive,3445,Fine Drive,,British Columbia,Canada,2,5070.2373,2004-01-25 00:00:00.000000 UTC,Active
22128,Melissa,Perry,Melissa Perry,Dear Perry,melissa2@adventure-works.com,641-555-0114,AW00022128,I,Langford,6828 Willow Pass Road,6828,Willow Pass Road,#5,British Columbia,Canada,2,4577.1642,2004-01-26 00:00:00.000000 UTC,Active
12710,Dalton,Evans,Dalton Evans,Dear Evans,dalton43@adventure-works.com,251-555-0135,AW00012710,I,Langley,3601 Stinson,3601,Stinson,#7,British Columbia,Canada,2,5275.3142,2004-01-27 00:00:00.000000 UTC,Active
22118,Jennifer,Parker,Jennifer Parker,Dear Parker,jennifer10@adventure-works.com,755-555-0136,AW00022118,I,Vancouver,5772 Ridgewood Drive,5772,Ridgewood Drive,,British Columbia,Canada,2,4594.8553,2004-01-27 00:00:00.000000 UTC,Active
19829,Lucas,Mitchell,Lucas Mitchell,Dear Mitchell,lucas3@adventure-works.com,491-555-0164,AW00019829,I,Royal Oak,3450 Villageoaks Dr.,3450,Villageoaks Dr.,,British Columbia,Canada,2,5009.4623,2004-01-28 00:00:00.000000 UTC,Active
12785,Javier,Ortega,Javier Ortega,Dear Ortega,javier15@adventure-works.com,175-555-0128,AW00012785,I,Burnaby,7948 Walnut Blvd,7948,Walnut Blvd,,British Columbia,Canada,1,2535.964,2004-01-29 00:00:00.000000 UTC,Active
12783,Jerome,Gutierrez,Jerome Gutierrez,Dear Gutierrez,jerome9@adventure-works.com,781-555-0154,AW00012783,I,Cliffside,6797 Smiling Tree Court,6797,Smiling Tree Court,,British Columbia,Canada,1,2674.6083,2004-01-30 00:00:00.000000 UTC,Active
22252,Makayla,Brooks,Makayla Brooks,Dear Brooks,makayla1@adventure-works.com,336-555-0117,AW00022252,I,Oak Bay,6693 Ryan Rd,6693,Ryan Rd,,British Columbia,Canada,2,6682.2887,2004-02-01 00:00:00.000000 UTC,Active
19989,Ethan,Thompson,Ethan Thompson,Dear Thompson,ethan49@adventure-works.com,450-555-0194,AW00019989,I,Vancouver,8452 Green Street,8452,Green Street,,British Columbia,Canada,2,4967.5055,2004-02-02 00:00:00.000000 UTC,Active
13143,Hannah,Jackson,Hannah Jackson,Dear Jackson,hannah11@adventure-works.com,565-555-0181,AW00013143,I,Langford,3486 Flora Ave.,3486,Flora Ave.,,British Columbia,Canada,1,2657.4919,2004-02-03 00:00:00.000000 UTC,Active
16754,Alex,Bell,Alex Bell,Dear Bell,alex18@adventure-works.com,582-555-0181,AW00016754,I,N. Vancouver,435 Santa Barbara,435,Santa Barbara,,British Columbia,Canada,2,3446.0531,2004-02-03 00:00:00.000000 UTC,Active
16103,Haley,Hill,Haley Hill,Dear Hill,haley56@adventure-works.com,547-555-0187,AW00016103,I,Royal Oak,5200 Woodchuck Pl.,5200,Woodchuck Pl.,,British Columbia,Canada,2,3472.2635999999998,2004-02-06 00:00:00.000000 UTC,Active
13460,Jasmine,Walker,Jasmine Walker,Dear Walker,jasmine20@adventure-works.com,184-555-0189,AW00013460,I,Newton,7289 Brookview Dr.,7289,Brookview Dr.,,British Columbia,Canada,2,5185.8093,2004-02-06 00:00:00.000000 UTC,Active
13440,Sydney,Miller,Sydney Miller,Dear Miller,sydney70@adventure-works.com,134-555-0132,AW00013440,I,Victoria,7474 High St.,7474,High St.,,British Columbia,Canada,2,5324.4757000000009,2004-02-07 00:00:00.000000 UTC,Active
16654,Heather,Zhang,Heather Zhang,Dear Zhang,heather0@adventure-works.com,302-555-0184,AW00016654,I,Cliffside,4286 NE 3rd Court,4286,NE 3rd Court,,British Columbia,Canada,2,3377.2336,2004-02-08 00:00:00.000000 UTC,Active
16906,Brittany,Flores,Brittany Flores,Dear Flores,brittany11@adventure-works.com,367-555-0114,AW00016906,I,Oak Bay,6310 Jamie Way,6310,Jamie Way,,British Columbia,Canada,1,2607.7779,2004-02-11 00:00:00.000000 UTC,Active
13027,Jeremy,Patterson,Jeremy Patterson,Dear Patterson,jeremy27@adventure-works.com,924-555-0142,AW00013027,I,Port Hammond,9412 Alhambra Avenue,9412,Alhambra Avenue,,British Columbia,Canada,1,2562.7823,2004-02-12 00:00:00.000000 UTC,Active
16987,Miguel,Clark,Miguel Clark,Dear Clark,miguel19@adventure-works.com,188-555-0182,AW00016987,I,Port Hammond,3244 E Eagle Peak Rd.,3244,E Eagle Peak Rd.,,British Columbia,Canada,1,2668.564,2004-02-14 00:00:00.000000 UTC,Active
13660,Ethan,Davis,Ethan Davis,Dear Davis,ethan37@adventure-works.com,225-555-0119,AW00013660,I,Metchosin,4054 Breck Court,4054,Breck Court,,British Columbia,Canada,2,5248.7611,2004-02-15 00:00:00.000000 UTC,Active
13418,Devin,Cox,Devin Cox,Dear Cox,devin78@adventure-works.com,279-555-0143,AW00013418,I,Vancouver,2557 Meadowbrook Dr.,2557,Meadowbrook Dr.,,British Columbia,Canada,2,5268.6953,2004-02-15 00:00:00.000000 UTC,Active
19988,Jordan,Long,Jordan Long,Dear Long,jordan6@adventure-works.com,445-555-0153,AW00019988,I,Sooke,3733 Water Street,3733,Water Street,,British Columbia,Canada,2,5033.7944,2004-02-16 00:00:00.000000 UTC,Active
16491,Christian,Garcia,Christian Garcia,Dear Garcia,christian52@adventure-works.com,172-555-0164,AW00016491,I,Langford,2860 Brentwood Circle,2860,Brentwood Circle,,British Columbia,Canada,2,3432.4947,2004-02-17 00:00:00.000000 UTC,Active
16098,Jasmine,Diaz,Jasmine Diaz,Dear Diaz,jasmine61@adventure-works.com,253-555-0162,AW00016098,I,Victoria,7427 Terra Catalina,7427,Terra Catalina,,British Columbia,Canada,2,3426.9255000000003,2004-02-17 00:00:00.000000 UTC,Active
13908,Alyssa,Diaz,Alyssa Diaz,Dear Diaz,alyssa66@adventure-works.com,506-555-0145,AW00013908,I,Cliffside,6922 Estudello,6922,Estudello,,British Columbia,Canada,2,5210.4397,2004-02-18 00:00:00.000000 UTC,Active
24664,Ian,Washington,Ian Washington,Dear Washington,ian54@adventure-works.com,135-555-0185,AW00024664,I,Langford,4444 Buckingham Dr.,4444,Buckingham Dr.,,British Columbia,Canada,2,4827.281,2004-02-20 00:00:00.000000 UTC,Active
23830,Cameron,White,Cameron White,Dear White,cameron31@adventure-works.com,297-555-0143,AW00023830,I,Metchosin,6096 Pheasant Circle,6096,Pheasant Circle,,British Columbia,Canada,2,5306.3316,2004-02-21 00:00:00.000000 UTC,Active
20000,Elijah,Diaz,Elijah Diaz,Dear Diaz,elijah23@adventure-works.com,200-555-0143,AW00020000,I,Haney,3128 Morgan Territory Rd,3128,Morgan Territory Rd,,British Columbia,Canada,2,4967.5055,2004-02-22 00:00:00.000000 UTC,Active
16758,Justin,Perry,Justin Perry,Dear Perry,justin4@adventure-works.com,349-555-0169,AW00016758,I,Victoria,6312 Woodcrest Dr,6312,Woodcrest Dr,,British Columbia,Canada,2,3383.8858,2004-02-23 00:00:00.000000 UTC,Active
16678,Ian,Ramirez,Ian Ramirez,Dear Ramirez,ian73@adventure-works.com,406-555-0196,AW00016678,I,Langley,5092 Almondwood Dr.,5092,Almondwood Dr.,,British Columbia,Canada,2,3494.3526,2004-02-27 00:00:00.000000 UTC,Active
22268,Alexandra,Barnes,Alexandra Barnes,Dear Barnes,alexandra26@adventure-works.com,574-555-0184,AW00022268,I,Newton,4618 Olive Hill,4618,Olive Hill,,British Columbia,Canada,2,6664.5976,2004-02-27 00:00:00.000000 UTC,Active
17403,Greg,White,Greg White,Dear White,greg9@adventure-works.com,940-555-0115,AW00017403,I,Newton,8514 Bounty Way,8514,Bounty Way,,British Columbia,Canada,1,2566.1194,2004-03-01 00:00:00.000000 UTC,Active
20007,Ashley,Alexander,Ashley Alexander,Dear Alexander,ashley46@adventure-works.com,432-555-0113,AW00020007,I,Westminster,5884 Maureen Circle,5884,Maureen Circle,,British Columbia,Canada,2,4967.5055,2004-03-02 00:00:00.000000 UTC,Active
13209,Alexandria,Bailey,Alexandria Bailey,Dear Bailey,alexandria38@adventure-works.com,172-555-0175,AW00013209,I,Langford,6970 Frame Ln,6970,Frame Ln,,British Columbia,Canada,1,2563.589,2004-03-03 00:00:00.000000 UTC,Active
22373,Gabrielle,Bell,Gabrielle Bell,Dear Bell,gabrielle6@adventure-works.com,123-555-0110,AW00022373,I,Port Hammond,4068 Camelback Road,4068,Camelback Road,,British Columbia,Canada,2,6603.8337,2004-03-03 00:00:00.000000 UTC,Active
13909,Riley,Price,Riley Price,Dear Price,riley0@adventure-works.com,246-555-0191,AW00013909,I,Haney,9778 Concord Royale,9778,Concord Royale,,British Columbia,Canada,2,5264.2420999999995,2004-03-06 00:00:00.000000 UTC,Active
17037,Kenneth,Nath,Kenneth Nath,Dear Nath,kenneth15@adventure-works.com,155-555-0111,AW00017037,I,Cliffside,1872 Chance Drive,1872,Chance Drive,,British Columbia,Canada,1,2580.1419,2004-03-07 00:00:00.000000 UTC,Active
14478,Abigail,Patterson,Abigail Patterson,Dear Patterson,abigail35@adventure-works.com,209-555-0125,AW00014478,I,Langford,7401 Las Palmas,7401,Las Palmas,,British Columbia,Canada,2,5298.4861,2004-03-07 00:00:00.000000 UTC,Active
13241,Natalie,Ward,Natalie Ward,Dear Ward,natalie15@adventure-works.com,392-555-0168,AW00013241,I,Victoria,3800 Breck Court,3800,Breck Court,# 60,British Columbia,Canada,1,2570.1858,2004-03-07 00:00:00.000000 UTC,Active
14041,Danielle,Bell,Danielle Bell,Dear Bell,danielle16@adventure-works.com,390-555-0199,AW00014041,I,Westminster,8092 West Las Vegas,8092,West Las Vegas,,British Columbia,Canada,2,5265.3471000000009,2004-03-09 00:00:00.000000 UTC,Active
20023,Edward,Hughes,Edward Hughes,Dear Hughes,edward60@adventure-works.com,459-555-0138,AW00020023,I,Vancouver,1120 Jeff Ct.,1120,Jeff Ct.,,British Columbia,Canada,2,5006.1694,2004-03-09 00:00:00.000000 UTC,Active
17175,Amanda,Roberts,Amanda Roberts,Dear Roberts,amanda47@adventure-works.com,233-555-0116,AW00017175,I,Sooke,6929 Citrus Ave.,6929,Citrus Ave.,,British Columbia,Canada,1,2580.1529,2004-03-12 00:00:00.000000 UTC,Active
22765,Luis,Collins,Luis Collins,Dear Collins,luis35@adventure-works.com,110-555-0123,AW00022765,I,Westminster,399 Orange Street,399,Orange Street,,British Columbia,Canada,2,6606.3641000000007,2004-03-13 00:00:00.000000 UTC,Active
17400,Emily,Wilson,Emily Wilson,Dear Wilson,emily7@adventure-works.com,145-555-0153,AW00017400,I,N. Vancouver,5444 Bellord Ct.,5444,Bellord Ct.,,British Columbia,Canada,1,2576.8048,2004-03-14 00:00:00.000000 UTC,Active
14459,Cody,Gray,Cody Gray,Dear Gray,cody6@adventure-works.com,430-555-0114,AW00014459,I,Vancouver,6415 Mayda Way,6415,Mayda Way,,British Columbia,Canada,2,5276.3861,2004-03-17 00:00:00.000000 UTC,Active
14281,Daniel,Wilson,Daniel Wilson,Dear Wilson,daniel25@adventure-works.com,478-555-0188,AW00014281,I,Vancouver,4609 Parkway Drive,4609,Parkway Drive,,British Columbia,Canada,2,5244.6615,2004-03-17 00:00:00.000000 UTC,Active
21423,Connor,Adams,Connor Adams,Dear Adams,connor44@adventure-works.com,895-555-0169,AW00021423,I,Westminster,8308 La Salle Ave.,8308,La Salle Ave.,,British Columbia,Canada,2,3191.8568999999998,2004-03-17 00:00:00.000000 UTC,Active
21622,Ethan,Winston,Ethan Winston,Dear Winston,ethan21@adventure-works.com,369-555-0123,AW00021622,I,Oak Bay,1047 Las Quebradas Lane,1047,Las Quebradas Lane,,British Columbia,Canada,2,2886.3244,2004-03-18 00:00:00.000000 UTC,Active
13271,Ryan,Anderson,Ryan Anderson,Dear Anderson,ryan49@adventure-works.com,630-555-0121,AW00013271,I,Port Hammond,9093 Gilardy Dr.,9093,Gilardy Dr.,,British Columbia,Canada,1,2563.589,2004-03-18 00:00:00.000000 UTC,Active
17622,Courtney,Young,Courtney Young,Dear Young,courtney20@adventure-works.com,683-555-0161,AW00017622,I,Langley,8020 Gladstone Drive,8020,Gladstone Drive,,British Columbia,Canada,1,2624.3529,2004-03-19 00:00:00.000000 UTC,Active
13217,Julian,Alexander,Julian Alexander,Dear Alexander,julian18@adventure-works.com,735-555-0162,AW00013217,I,Langford,9534 Ridgewood Ct.,9534,Ridgewood Ct.,,British Columbia,Canada,1,2598.9158,2004-03-20 00:00:00.000000 UTC,Active
23842,Connor,Bryant,Connor Bryant,Dear Bryant,connor12@adventure-works.com,182-555-0167,AW00023842,I,Langford,2495 Rachele Road,2495,Rachele Road,,British Columbia,Canada,2,5335.0616,2004-03-21 00:00:00.000000 UTC,Active
14118,Elizabeth,Ross,Elizabeth Ross,Dear Ross,elizabeth33@adventure-works.com,436-555-0128,AW00014118,I,Royal Oak,9682 Bon Homme Way,9682,Bon Homme Way,,British Columbia,Canada,2,5239.1807,2004-03-21 00:00:00.000000 UTC,Active
17402,Bryce,Rogers,Bryce Rogers,Dear Rogers,bryce18@adventure-works.com,184-555-0158,AW00017402,I,Langford,4252 Ofarrell Dr.,4252,Ofarrell Dr.,,British Columbia,Canada,1,2547.0029,2004-03-22 00:00:00.000000 UTC,Active
13358,Alexandra,Edwards,Alexandra Edwards,Dear Edwards,alexandra45@adventure-works.com,940-555-0193,AW00013358,I,Metchosin,138 Lancelot Dr.,138,Lancelot Dr.,# 105,British Columbia,Canada,1,2637.5687,2004-03-23 00:00:00.000000 UTC,Active
23865,Lori,Sanz,Lori Sanz,Dear Sanz,lori20@adventure-works.com,371-555-0174,AW00023865,I,Burnaby,7120 Panoramic Drive,7120,Panoramic Drive,,British Columbia,Canada,2,5405.2291000000005,2004-03-23 00:00:00.000000 UTC,Active
17613,Dakota,Bryant,Dakota Bryant,Dear Bryant,dakota14@adventure-works.com,849-555-0117,AW00017613,I,Langford,4402 Baker Drive,4402,Baker Drive,,British Columbia,Canada,1,2654.1548,2004-03-28 00:00:00.000000 UTC,Active
14436,John,Martin,John Martin,Dear Martin,john52@adventure-works.com,718-555-0190,AW00014436,I,Vancouver,1312 Garaventa Dr.,1312,Garaventa Dr.,,British Columbia,Canada,2,5277.4910999999993,2004-03-28 00:00:00.000000 UTC,Active
22230,Jordyn,Bennett,Jordyn Bennett,Dear Bennett,jordyn0@adventure-works.com,627-555-0187,AW00022230,I,N. Vancouver,1702 Vista,1702,Vista,,British Columbia,Canada,2,4666.6692,2004-03-28 00:00:00.000000 UTC,Active
17625,Mason,Allen,Mason Allen,Dear Allen,mason38@adventure-works.com,504-555-0144,AW00017625,I,Victoria,3008 Brookdale Dr.,3008,Brookdale Dr.,,British Columbia,Canada,1,2687.3048,2004-03-30 00:00:00.000000 UTC,Active
13270,Mason,Baker,Mason Baker,Dear Baker,mason28@adventure-works.com,680-555-0199,AW00013270,I,Cliffside,6519 Alier Drive,6519,Alier Drive,,British Columbia,Canada,1,2646.4198,2004-03-30 00:00:00.000000 UTC,Active
23846,Aidan,Diaz,Aidan Diaz,Dear Diaz,aidan23@adventure-works.com,342-555-0173,AW00023846,I,Vancouver,7178 B Avenue I,7178,B Avenue I,,British Columbia,Canada,2,5335.0616,2004-03-30 00:00:00.000000 UTC,Active
18237,Nicole,Russell,Nicole Russell,Dear Russell,nicole69@adventure-works.com,150-555-0156,AW00018237,I,Cliffside,5587 D St.,5587,D St.,,British Columbia,Canada,1,2562.4508,2004-04-02 00:00:00.000000 UTC,Active
20208,Austin,Hayes,Austin Hayes,Dear Hayes,austin19@adventure-works.com,954-555-0119,AW00020208,I,Langford,8746 Gonzalez Ct,8746,Gonzalez Ct,,British Columbia,Canada,2,3557.634,2004-04-02 00:00:00.000000 UTC,Active
22267,Brianna,Rodriguez,Brianna Rodriguez,Dear Rodriguez,brianna19@adventure-works.com,116-555-0176,AW00022267,I,Newton,7342 Dew Drop Circle,7342,Dew Drop Circle,,British Columbia,Canada,2,4604.7892,2004-04-03 00:00:00.000000 UTC,Active
24235,Jill,Martinez,Jill Martinez,Dear Martinez,jill7@adventure-works.com,885-555-0112,AW00024235,I,Langford,3952 Morello Ave.,3952,Morello Ave.,,British Columbia,Canada,2,5336.4760000000006,2004-04-03 00:00:00.000000 UTC,Active
13391,Brenda,Malhotra,Brenda Malhotra,Dear Malhotra,brenda8@adventure-works.com,113-555-0198,AW00013391,I,Burnaby,5190 Jacqueline Way,5190,Jacqueline Way,,British Columbia,Canada,1,2658.0444,2004-04-04 00:00:00.000000 UTC,Active
15362,Jennifer,Adams,Jennifer Adams,Dear Adams,jennifer18@adventure-works.com,124-555-0126,AW00015362,I,Shawnee,7700 Meaham Drive,7700,Meaham Drive,,British Columbia,Canada,2,5243.2471000000005,2004-04-04 00:00:00.000000 UTC,Active
20186,Connor,Li,Connor Li,Dear Li,connor21@adventure-works.com,491-555-0190,AW00020186,I,Shawnee,3737 Bellord Ct,3737,Bellord Ct,,British Columbia,Canada,2,3527.0602,2004-04-06 00:00:00.000000 UTC,Active
18377,Madison,Robinson,Madison Robinson,Dear Robinson,madison19@adventure-works.com,573-555-0151,AW00018377,I,Metchosin,200 Mitchelleanjen Ln.,200,Mitchelleanjen Ln.,,British Columbia,Canada,1,2646.4419,2004-04-08 00:00:00.000000 UTC,Active
23592,Joseph,Jackson,Joseph Jackson,Dear Jackson,joseph18@adventure-works.com,326-555-0196,AW00023592,I,Oak Bay,4251 San Onofre Court,4251,San Onofre Court,,British Columbia,Canada,2,5833.5824,2004-04-11 00:00:00.000000 UTC,Active
20209,Andrea,Turner,Andrea Turner,Dear Turner,andrea30@adventure-works.com,654-555-0111,AW00020209,I,Langley,6588 Palms Drive,6588,Palms Drive,,British Columbia,Canada,2,3611.7459,2004-04-12 00:00:00.000000 UTC,Active
14605,Allison,Brooks,Allison Brooks,Dear Brooks,allison0@adventure-works.com,993-555-0174,AW00014605,I,Royal Oak,9395 Aspect Dr,9395,Aspect Dr,,British Columbia,Canada,2,5248.7611,2004-04-12 00:00:00.000000 UTC,Active
18389,Marcus,Gray,Marcus Gray,Dear Gray,marcus81@adventure-works.com,465-555-0183,AW00018389,I,Cliffside,7610 Northridge Ct.,7610,Northridge Ct.,,British Columbia,Canada,1,2653.6023,2004-04-12 00:00:00.000000 UTC,Active
22877,Xavier,Griffin,Xavier Griffin,Dear Griffin,xavier61@adventure-works.com,573-555-0144,AW00022877,I,Cliffside,6936 Woodruff Lane,6936,Woodruff Lane,,British Columbia,Canada,2,6588.3858,2004-04-12 00:00:00.000000 UTC,Active
23866,Xavier,Flores,Xavier Flores,Dear Flores,xavier52@adventure-works.com,802-555-0166,AW00023866,I,Cliffside,60 Reliz Valley Road,60,Reliz Valley Road,,British Columbia,Canada,2,5335.0616,2004-04-12 00:00:00.000000 UTC,Active
21658,Jocelyn,Powell,Jocelyn Powell,Dear Powell,jocelyn9@adventure-works.com,864-555-0118,AW00021658,I,Vancouver,5242 Miguel Drive,5242,Miguel Drive,,British Columbia,Canada,2,2919.2881,2004-04-14 00:00:00.000000 UTC,Active
18116,Thomas,Li,Thomas Li,Dear Li,thomas29@adventure-works.com,427-555-0142,AW00018116,I,N. Vancouver,8389 Richard Ave.,8389,Richard Ave.,,British Columbia,Canada,1,2626.5408,2004-04-14 00:00:00.000000 UTC,Active
18433,Seth,Ross,Seth Ross,Dear Ross,seth52@adventure-works.com,970-555-0180,AW00018433,I,Oak Bay,3588 Green Valley Road,3588,Green Valley Road,,British Columbia,Canada,1,2574.6279,2004-04-14 00:00:00.000000 UTC,Active
14598,Miranda,Ross,Miranda Ross,Dear Ross,miranda4@adventure-works.com,128-555-0181,AW00014598,I,Vancouver,1454 Colton Ln,1454,Colton Ln,,British Columbia,Canada,2,5347.0949999999993,2004-04-15 00:00:00.000000 UTC,Active
13434,Kaitlyn,Wright,Kaitlyn Wright,Dear Wright,kaitlyn18@adventure-works.com,706-555-0121,AW00013434,I,N. Vancouver,1589 Santa Teresa Dr.,1589,Santa Teresa Dr.,,British Columbia,Canada,1,2602.264,2004-04-15 00:00:00.000000 UTC,Active
16011,Maria,Murphy,Maria Murphy,Dear Murphy,maria8@adventure-works.com,459-555-0122,AW00016011,I,Royal Oak,3469 Relief Valley Ct.,3469,Relief Valley Ct.,# 22,British Columbia,Canada,2,4041.2722999999996,2004-04-17 00:00:00.000000 UTC,Active
14606,Amanda,Cooper,Amanda Cooper,Dear Cooper,amanda8@adventure-works.com,424-555-0137,AW00014606,I,Victoria,6196 Nottingham Place,6196,Nottingham Place,#313,British Columbia,Canada,2,5211.2022,2004-04-18 00:00:00.000000 UTC,Active
21642,Alexandra,Rodriguez,Alexandra Rodriguez,Dear Rodriguez,alexandra84@adventure-works.com,519-555-0137,AW00021642,I,Oak Bay,333 Merced Circle,333,Merced Circle,,British Columbia,Canada,2,2895.5416,2004-04-19 00:00:00.000000 UTC,Active
15363,Justin,Yang,Justin Yang,Dear Yang,justin24@adventure-works.com,289-555-0163,AW00015363,I,Sooke,6813 Morning Way,6813,Morning Way,,British Columbia,Canada,2,5214.5393,2004-04-20 00:00:00.000000 UTC,Active
11251,Xavier,Long,Xavier Long,Dear Long,xavier51@adventure-works.com,243-555-0114,AW00011251,I,Haney,9245 Dantley Way,9245,Dantley Way,,British Columbia,Canada,1,2562.4508,2004-04-20 00:00:00.000000 UTC,Active
18236,Andrew,Wilson,Andrew Wilson,Dear Wilson,andrew16@adventure-works.com,984-555-0144,AW00018236,I,Shawnee,8582 San Jose Ave.,8582,San Jose Ave.,,British Columbia,Canada,1,2668.564,2004-04-20 00:00:00.000000 UTC,Active
15304,Miranda,Powell,Miranda Powell,Dear Powell,miranda8@adventure-works.com,869-555-0114,AW00015304,I,Haney,2603 Line Court,2603,Line Court,,British Columbia,Canada,2,5351.5149999999994,2004-04-21 00:00:00.000000 UTC,Active
18392,Jasmine,Gonzales,Jasmine Gonzales,Dear Gonzales,jasmine56@adventure-works.com,122-555-0136,AW00018392,I,Royal Oak,1914 N Lucile Lane,1914,N Lucile Lane,,British Columbia,Canada,1,2588.9377,2004-04-21 00:00:00.000000 UTC,Active
21629,Thomas,Thomas,Thomas Thomas,Dear Thomas,thomas72@adventure-works.com,159-555-0178,AW00021629,I,Langley,7921 Detroit Ave.,7921,Detroit Ave.,,British Columbia,Canada,2,2899.6065,2004-04-22 00:00:00.000000 UTC,Active
